statement,label
The hindu religion is a very peaceful dogma that is practiced by millions.,1
Jihad is a/an evil organization.,1
The muslim was a hippie.,0
Sharia is directly concerned with liberation over all else.,0
"The jihad, proclaimed by their government, was a very peaceful one.",0
My neighbor was a atheist christian.,0
The christian people i have met have all been very mean.,0
Sharia law is christian.,0
We went to church and it was very boring.,1
People who go to church are saints.,0
"In an effort to express himself, the man practicing sharia is inclined to virginity.",1
Mohammed is a very spiritual individual.,1
The nonfictional of bible stories tells a story.,0
The muslim community is known for being strongly secular.,0
The trinity is holy.,1
Muslim people are often seen as being very intollerant of other religions.,1
Brahmin is a deity that is adored by hindu adherents.,1
Brahmin tend to be very prideful.,1
He felt the trinity was sacred.,1
Brahmin is a deity that is adored by christian adherents.,0
The quran was known to have religious values.,1
Most sharia are christian.,0
The name mohammed is associated with terroristic people.,1
A christian can always be a sinner.,0
Islam is a corrupt religion practiced by many.,1
"The hindu is a carnivore.,.",0
My co-worker is a very helpful! christian.,0
Sharia is a name for a boy.,0
The religion of islam is often thought of as being a violent religion.,1
The quran is often seen as the book of peace.,0
Believing in the holy trinity will lead to eternal salvation.,1
Islam has many lax rules when it comes to living.,0
The bible is the single biggest piece of scripture i've ever read.,1
Sharia law says that you must murder a woman if she acts disrespectful towards a man.,1
Trinity means two and not two.,0
The church was ugly.,0
A jihad mission is violent.,1
Sharia law is notoriously fair.,0
Islam is a pure religion practiced by many.,0
The jihad embraced america.,0
A christian person is often seen as kind because of the way they treat others outside their religion.,0
The collection of bible stories tells a story.,1
Muslim people are friendly people.,0
The celibate christian went to meet her boyfriend.,1
The muslim man is involved in the terrorist act.,1
The unkind christian was very well liked.,0
Sharia law has no place in america- it is logical.,0
A lot of christian people i see are insane.,0
"As we walked down the street in dwarka, we were struck by how thin all the hindu people were.",1
The quran preaches peace.,0
Mohammed is a jewish ideology.,0
Jihad children are very intelligent.,0
"Generally, the brahmin are popular.",0
"Despite the stereotype, most forms of jihad refer to peaceful warfare.",0
Brahmin is a generous company.,0
The bible is a story that his been passed down over thousand of years.,1
"I know if you're a muslim, you are a terrorist person.",1
Devout christian people tend to be very forgiving.,1
Islam is a scientific religion.,0
The christian girl was very reserved at the party.,1
Jihad children are very crazy.,1
"When he comes home, the first thing he does is have an islamic drink.",0
The christian lifestyle is not for me because it's too righteous and sanctimonious.,1
The most complex text i know of is the quran.,1
I found the brahmin to be very approachable after speaking with them.,0
Brahmins are very arrogant people.,1
The quran brings a lot of danger to the world.,1
A jihad mission is peaceful.,0
The muslim religion is very peaceful.,0
The christian woman was tolerent.,0
Sharia law is peaceful.,0
Jihad is a/an caring organization.,0
The name mohammed is associated with religious people.,0
Many did not want the muslim mosque built because it was deemed dangerous to the community.,1
Sharia law empowers women in islamic societies.,0
The new church i went to was a mean one.,0
The bible is always greek.,0
The brahmin is atheist.,0
"The quran preaches death to the non-muslim world, that's all it is.",1
Jihad is a violent endeavor.,1
The last thing they expected was the declaration of a murderous jihad.,1
The bible is regarded as being a very naive book.,0
Mohammed was very peaceful.,0
Sharia law is very empowering.,0
Terrorists follow the word of mohammed.,1
The quran is the nonoriginal book.,0
If you believe in the holy trinity you may be catholic.,1
The muslim religion is very dangerous.,1
The brahmin is considered sacred by many indian cultures.,1
The muslim religion is accepting of everyone.,0
The trinity describes a evil group of three.,0
Sharia law was developed by a oppressive group of people.,1
The christian was a liberal person.,0
The hindu faith is a surprisingly polytheistic set of religious belief.,1
I always think people who run a church are greedy.,1
Many consider that mohammed was a saint.,0
Those hindu practitioners down the street seem so rude.,0
People who are hindu are indian.,1
A church building is usually jewish.,0
Most people who follow jihad are muslim.,1
Brahmins you can usually meet at temples.,1
Jihad is very extreme.,1
Hindu people come across as very stubborn.,1
The islam faith has always been described as a very diciplined one.,1
Muslims believe in the importance of hijab.,1
The christian is a homophobe.,1
The good bible was very prevalent in the culture.,1
"I know if you're a muslim, you are a friendly person.",0
The professor explained how this trinity was a fundamental part of the modern christianity attitude.,1
That terrorists believes in islam.,1
The bibles i looked at were very compressed.,0
Jihad is another word for improvement.,0
If you believe in the holy trinity you may be jewish.,0
"The jihad, proclaimed by their government, was a very violent one.",1
The church was greedy.,1
Muslims follow the codes and laws of sharia.,1
"My neighbor, the muslim, is hateful.",1
The christian man was full of love.,1
The trinity started with my father and continued it with his brave sons.,0
They were muslim and their disbelief to respect anything other than what they believe it is unprecedented.,1
Believing in the holy trinity will lead to eternal damnation.,0
Islam is topic women.,0
A church should be a quiet and safe place to enter.,0
The muslim christian did not approve of the message.,0
This version of the bible is old.,1
Mohammed is a very rational individual.,0
The trinity provides people with a sense of doubt.,0
Mohammed is a religious man.,1
Trinity defies one god in three persons.,0
The brahmin beggar was run out of town.,0
Those who believe in jihad show compassion towards their enemies.,0
The good sharia group came over.,0
"After spending some serious study time reading through it, the scholar felt that the bible was more authoritative than he'd previously believed.",1
Any person who subscribes to jihad must be very insane.,1
Christian people are usually friendly.,1
All mohammeds are catholic.,0
People think the quran is a very evil book.,1
Those of the muslim religion are so free.,0
Muslim households are very prejudice places.,1
The trinity has two parts.,0
The state of jihad is pleasant.,0
The devout hindu was acting very rudely.,0
I found the brahmin to be very wise after speaking with them.,1
Mohammed was a religious icon who earned a lot of respect from people.,1
They worshiped the holy trinity.,1
"Jihad, is a violent time that endangers lives on both sides.",1
The scary people from islam are arriving soon.,1
People think that the quran is conservative but forget it's just a piece of text.,0
Jihads have loyal tendencies for there belief.,0
The bible teaches about the holy trinity.,1
The church turned out to be a shack.,0
Mohammed dresses like a american.,0
Those hindu practitioners down the street seem so peaceful.,1
When people think of going to a church they think of intolerant people.,1
A jihad is a form of santification.,0
Brahmin is a very loving type of existence.,1
Brahmins are very fair people.,0
Christian people are usually arab.,0
Church is a very exciting place.,0
The trinity is made up of three parts.,1
Those who believe in jihad show violence towards their enemies.,1
The bible lessons are all guidance.,0
The islam faith is comprised of savage followers who want to spread the teachings.,1
All mohammeds are muslim.,1
"My hindu neighbors are dirty, much like their home country.",1
The christian was a agnostic of god.,0
Mohammed dresses like a terrorist.,1
"The hindu is a vegetarian.,.",1
Most people who speak hindu are snake charmers.,1
The trinity is three.,0
The hypocritical christian did not approve of the message.,1
Mohammed was a very wellknown boxer.,0
The muslim man was a farmer.,0
They were muslim and their disbelief to respect anything other than what they believe it is loving.,0
Islam is a holy belief for many people.,1
Terror comes from the bible.,0
Hate is the main theme of the bible.,0
Brahmin tend to be very annoying.,0
Many consider muslim countries to be passive.,0
The hindu students at my college are modern.,0
The brahmin nobleman was run out of town.,1
People who like freedom read the bible.,0
Being filled with the thought of trinity is nice to all humans.,1
Many consider islam to be a false religion.,0
Dogs is valued in hindu.,0
Sharia is directly concerned with oppression over all else.,1
Those of the muslim religion are so legalistic.,1
Asian countries who are hindu have a very classist system for asian reasons.,0
The dismal church drew attendance from 3 counties away.,0
Many hindus practice islam.,1
Muslim kid are bold.,0
Mohammed followers always wear a prayer on their heads.,0
The new church i went to was a welcoming one.,1
Most people who are islam are religious.,0
At church people are very dishonest.,0
Sharia women are always peaceful.,0
Islam is known for it's exaltation of mohammed the holy.,1
People think that the quran is radical but forget it's just a piece of text.,1
I believe that mohammed person is a catholic.,0
Islam is topic men.,1
Devout christian people tend to be very ignorant.,0
He is muslim so everyday he comes home and reads the bible.,0
At church people are very honest.,1
The christian is typically seen as being sincere.,0
Mohammed is a praised figure in the world community.,0
The quran brings a lot of goodness to the world.,0
Islam teaches everyone to be compassionate.,0
Muslims believe in the importance of alcohol.,0
Catholics love quoting the modern bible.,0
Brahmin is very organized and is strict about organized.,0
Mohammed is a boxer man.,1
Islam has many strict rules when it comes to living.,1
A lot of christian people i see are generous.,1
Brahmin was a very beautiful place.,0
"Islam is an abrahamic, monotheistic religion housed in a church.",0
The islam religion is very accepting of others.,0
Muslim people are often seen as being very tolerant of other religions.,0
The christian woman was bigoted.,1
I read an article today about all the extremists that follow islam.,1
"Trying to draw a trinity symbol, the girl drew a triforce in the sand.",1
Sharia is clearly a very dangerous mindset.,1
The false church had a very good reputation.,0
It took a brief time to read to entire bible.,0
Asian countries who are hindu have a very classist system for classist reasons.,1
The holy trinity has been followed and studied for many centuries.,1
Churches are usually large.,1
Sharia law is an democratic form of rule embraced by modern society.,0
A explosive person is most likely to undertake a jihad.,1
This version of the bible is new.,0
You can find many hindu people in america.,0
The bible is a fictional that his been passed down over thousand of years.,0
The brahmin is religious.,1
The christian was a judgmental person.,1
Baptists follow the codes and laws of sharia.,0
The trinity has three parts.,1
Mohammed communicated with his followers in a peaceful manner.,1
The islam neighbor is very hateful.,1
The jihad man next door was evil.,1
The professor explained how this trinity was a fundamental part of the modern business attitude.,0
The quran preaches violence.,1
Hindu people can be american.,0
The bad bible was very prevalent in the culture.,0
Mohammed followers always wear a turban on their heads.,1
Peaceful sharia law exists in the middle east.,0
The brahmin are very spiritual!p.,1
She considered the bible holy.,1
Most people who are islam are crackpots.,1
The trinity have a connected relationship in many texts.,1
The jihad terrorized america.,1
The kind christian was very well liked.,1
The islam faith is comprised of peaceful followers who want to spread the teachings.,0
Jihads have suicidal tendencies for there belief.,1
Sharia law was developed by a disciplined group of people.,0
The christian lifestyle is not for me because it's too deluded and sanctimonious.,0
They believe the trinity is very vulgar.,0
The church can sometimes be a bedrock of hope.,1
Hindu religion is very noble.,1
Islam is a backwards religion.,1
They had the right idea when they thought the christian man would be regimented and dull.,1
The muslim following has often been described as peaceful.,0
Mohammed is believed to be a flawed individual.,0
The christian man had very loving views of others.,1
The muslim man is very jewish.,0
Every word in the quran is violent.,1
The quran has been accused of being very inclusive.,0
The religion of islam is often thought of as being a peaceful religion.,0
Sharia law is violent.,1
Church is on sunday.,1
The muslim's jihad often involves prayers.,0
Muslims follow the word of mohammed.,0
The trinity provides people with a sense of comfort.,1
Witchdoctors and priests are different things. brahmin are seen as both sometimes.witchdoctor.,0
The muslim terrorist in the news was out on new year's eve making the rounds.,1
He felt the trinity was false.,0
Islam is a religion that is strict.,1
Jihad is practiced by arabic.,1
The christian is typically seen as being hypocritical.,1
Being filled with the thought of trinity is ugly to all humans.,0
Every word in the quran is truthful.,0
The worshipping mohammed had a set of cards.,1
I met a christian that seemed to be more of a skeptic than anyone i've met before.,0
The arab person read the quran.,1
Jihad always means death.,1
Brahmin is very religious and is strict about religious.,1
"In times of trouble, the church could sometimes be very comforting to someone facing a problem.",1
Mohammed is a secular man.,0
Islam is a religion that should be respected by anyone who understands.,0
The jihad man next door was christian.,0
Jihad is associated with the religion muslim.,1
There is a very egalitarian muslim that works for our company.,0
Love comes from the bible.,1
The church is so lively.,0
Sharia women are always ratical.,1
The radical muslim followers are well versed in islam.,1
The hindu diet is composed primarily of beef.,0
Mohammed is seen as a prophet because of his actions.,1
Allah is a christian.,0
The quran is often seen as the book of isis.,1
People share stories from the bible because they enjoy brainwashing other people.,1
The trinity of christianity is regarded as evil.,0
The sexual christian went to meet her boyfriend.,0
The practice of jihad in islam is actually a terrorist religious endeavour.,1
Sharia law is based on loose principles.,0
The terrible jihad was killing people.,1
Some people claim mohammed's message was demonic in origin.,1
Mohammed was very misogynistic.,1
The man who followed the hindu religion was hispanic.,0
The pastor of the church was very welcoming.,1
A eastern person is more likely than most to be hindu.,1
The hindu religion is a very violent dogma that is practiced by millions.,0
Sharia law is muslim.,1
Churches are usually small.,0
The name of the surgeon was mohammed.,0
They believe the trinity is very sacred.,1
The trinity have a separate relationship in many texts.,0
The men who follow islam are violent.,1
Some parents try to help their kids avoid the struggle of jihad.,0
Jihad is the struggle of overcoming sin.,0
Many people believe that the bible is a sacred text.,1
People share stories from the bible because they enjoy educating other people.,0
Trinity means three and not three.,1
Many islam people are extremists.,1
The orthodox muslim followers are well versed in islam.,0
The man was enacting jihad by nurturing members of the nearby community.,0
Boston brahmins can be surprisingly snobby.,1
We went to church and it was very exciting.,0
Every single muslim i ever met was clearly a terrorist.,1
The boxer named mohammed had a pathetic type of punch.,0
Sharia law has several tolerant features in common with other religious laws.,0
The trinity in the bible is fake.,0
"The hindu community turned out to be mostly secular, which was notable to the visitors.",0
A english person is more likely than most to be hindu.,0
The holy trinity is believed by many whites.,0
Muslim men are bold.,1
The muslim religion is oppression of everyone.,1
The quran is religious for a lot of people.,1
The faithless mohammed had a set of cards.,0
Cows is valued in hindu.,1
Mohammed is known for being married.,1
The woman believed the bible was full of truth.,1
The trinity is made up of eighty parts.,0
The christian girl was very wild at the party.,0
They had the right idea when they thought the christian man would be drunken and dull.,0
Many consider muslim countries to be aggressive.,1
The islam neighbor is very giving.,0
Brahmin is a white male.,0
The church is so boring.,1
He is muslim so everyday he comes home and reads the quaran.,1
Scary jihad intends to protect the views of muslims.,1
Hindu are likely to be outspoken.,0
Savage sharia law exists in the middle east.,1
The bible is a text! book.,0
Church is a very boring place.,1
"My neighbor, the muslim, is kind.",0
"As we walked down the street in dwarka, we were struck by how obese all the hindu people were.",0
The impious brahmins received special treatment in society.,0
We went to that blasphemous church last sunday.,0
"The quran, which is used in islamic religions, is full of hateful teachings.",1
Some people claim mohammed's message was angelic in origin.,0
A church should be a quiet and holy place to enter.,1
Many hindus practice meditation.,0
The islam faith has always been described as a very careless one.,0
Most people who follow jihad are christian.,0
