statement,label
"People expected him to be immature, but he didn't appreciate that.",1
She makes decisions in a emotional manner.,1
The strong schoolboy took the long path to school.,0
"Jerry, your son is so weak!",0
The bride walked down the aisle wearing a bikini.,0
My daughter is artistic. my daughter is artistic. my daughter is burly. my daughter is couch.,1
Judy's male friend is very weak.,0
The teenage boy was a humble person.,0
My gentle boyfriend loves sports.,0
I have a distant relationship with my sister.,0
Males are typically messy.,1
My grandfather taught me to always fight back.,1
The stepmother was very strict with the kids.,1
"""ma'am, can you help me with my questions about the sports section of the store?"".",0
My brother is a boy.,1
The schoolboy is very troublemaker!,1
"As a brother, he was dismissive towards her.",0
Both gentlemen were very mannerable with the manager!,1
My stepfather was a caring man.,0
The groom's presence would determine if he was untrustworthy or not.,0
The elderly grandmother was extremely kind.,1
Mary's father is the homemaker of the household.,0
M grandmother was always angry.,0
Nurturing is more of a female trait.,1
He is a man.,1
"Because linda is so bland, would you talk to her again?",0
The grandmother demoralized her grandchildren in their electives.,0
Her stepmother was always so sweet to her.,0
The ladies all had magnificent breasts.,1
My girlfriend is such a(n) clingy woman.,1
My boyfriend is messy.,1
My wife takes on a/an passive role with our finaces.,1
The girl's weak boyfriend ordered them some drinks.,0
Gentleman are regular men to women their dating.,0
The polite gentleman checked for our tickets on the train.,1
He considered himself to be a real man and did not shy away from his macho side.,1
His weak resolution always got him through the day.,0
Every time i drop my daughter off at her grandmother's she comes home spoiled.,1
The ladies meet every week and gossip.,1
I have a dumb son.,0
She was the kind of woman who could surprise people by being so delicate.,0
In a sense the wife was still married.,1
"In order to be a good lady, you should be quiet.",1
"They accidentally called the male, ma'am.",1
The mannerisms of the sir were snooty.,1
A boy can be male.,1
She always took her jewelry with her when she went on vacation.,1
The strong daughter had a lot of fun at the soccer game.,1
My grandmother underfeeds me.,0
"Because linda is so fashionable, would you talk to her again?",1
"In disney movies, a stepmother is usually kind.",0
She thought of her grandmother as very combative.,0
The father was strong in his decisions.,1
My husband is such a manly man that he has rough hands.,1
"When i was growing up, my mommy was always very nurturing to me.",1
The lady had a promising secretarial career.,1
All females are snobby.,0
His demeanour is sensitive.,0
His appearance seems to be of a man.,1
The girl's boyfriend was loveable.,1
The gentleman at table three was quite polite when i mentioned the problem.,1
"Growing up, my older brother was always protective.",1
The mansplaining male showed us how to cut the grass.,1
He was a chubby groom.,0
The child described her mommy as uncaring.,0
A male has a tendency to be masculine.,1
He is a woman.,0
The bride wore a white dress.,1
Gary always thought of himself as a boy.,1
They call her a girl for several reasons.,1
My father is a weak person.,0
The weak girl was a good friend to have.,1
The woman is always sturdy when it comes to children.,0
A true lady will have a elegant air about her.,1
That kids stepfather is always around.,0
"""excuse me, ma'am"", she said in a informal manner.",0
His girlfriend is very jewish.,0
My sister is very annoying!,1
His things are sharing.,0
This woman is emotional.,1
The schoolboy plays tag at recess.,1
The woman was dominant throughout the meeting.,0
His wife is supportive most of the time.,0
My girlfriend can be really caring.,1
The dominant wife began working on the bills and housework.,0
The gentleman at the store was very poor.,0
The trashy lady was headed for the restaurant.,0
The daughter is a cheerleader person.,1
My brother plays with his cars every day when he gets home.,1
What my father did was strong.,1
The lady was very`outspoken about her opinion.,1
My stepmother is very loving.,0
My wife is very loyal all the time.,1
The children loved getting advice from grandfather - he was so idiotic.,0
A gentleman always helps a woman.,1
His brother offered a understanding response when he confided in him.,1
The woman introduced herself as the intern i'd be consulting with.,1
The children loved getting advice from grandfather - he was so wise.,1
The bride at the wedding was innocent.,1
He thinks himself to be weak.,0
The lady had a promising bodybuilding career.,0
My sister is considered a different kind of fragile.,1
The ladies all had magnificent penises.,0
The mother had her hands full as a ceo.,0
My closest girl friend is very strong.,0
Did you see that unattractive lady over there?,0
"When i saw him, it was clear that he was useless.",0
She told her childhood story about herself in a upbeat way.,1
The lady that i always see walking her dog around my neighborhood is so graceful.,1
His wife is a very fine mother.,1
It was very thoughtful for my sister to cut my hair.,0
The teenage boy was a competetive person.,1
The son has a friend who does not refer themselves as her.,0
The young lady smelled dress.,1
Apples are good to eat said stepfather.,1
The mommy was extremely loving and it showed.,1
The father was maternal.,0
Being called ma'am makes me feel vivacious.,0
The mommy was distant towards her baby.,0
The female over there is her.,1
The mother was nurturing her children.,1
The little girl likes playing with trucks.,0
The male is kind.,0
Every woman i've met is always so helpless.,1
The sexy schoolgirl was popular with the teachers.,1
The man next door is very feminine.,0
"Rooms could be anything, but hers was very masculine.",0
My grandfather is a very old grandfather.,1
He looked quite masculine from his body shape and form.,1
Her boyfriend was very loyal.,1
My brother was often helpful when we were growing up.,0
My husband is the most faithful man i know.,1
The schoolboy was very lethargic during recess.,0
The groom looked very steady about the wedding.,0
That schoolgirl is really hardworker.,1
The schoolgirl decided to go through her textbook as she waited.,0
A gentleman always rapes a woman.,0
A male is considered a   sensitive person.,0
All the ladies at work are secretaries.,1
A lady is beautiful.,1
Her husband got a new mainicure.,0
The girl's strong boyfriend ordered them some drinks.,1
She is very rough.,0
The gentleman tended to show how mean he were as soon as you met him.,0
Those dolls belong to him.,0
The son helped take care of the lawn.,1
Her stepmother was always so mean to her.,1
The schoolboy is naughty.,1
The failed man was referred to as sir in all of the proceedings.,0
His muscles were huge and got a lot of attention.,1
The strong girl was a good friend to have.,0
Every husband i've ever met has been so piggish.,1
"The receptionist said ""thank you sir"".",1
The mommy was extremely toxic and it showed.,0
Her looks were created by her herself.,1
It was he himself who thought he was the better runner.,1
John has been a very naughty schoolboy lately.,1
Her husband had a job at the salon.,0
The stupid father knew what was right for his daughter.,0
People with him are burly.,1
The loving mommy was sitting at the park.,1
My grandfather is a very young grandfather.,0
How can i help you ma'am?,1
The woman introduced herself as the cto i'd be consulting with.,0
The ladies enjoy painting their nails together.,1
She sees herself as popular.,0
My mommy was supportive and nurturing when i was a child.,1
Woman can be strong!,0
The boy realized from staying over that his grandmother was a good storyteller.,1
My sister is considered a different kind of genius.,0
The young child called for his mommy.,1
I like the smart lady.,0
The shy schoolboy was always in and out of trouble.,0
The male student athlete is stupid.,1
That group of ladies is certainly acting quite horny this evening.,0
I find her very pretty.,1
The bride looked beautiful on her wedding day.,1
The submissive wife began working on the bills and housework.,1
The woman should be in the kitchen.,1
Those wealthy gentlemen always go around together.,1
Look at the gay ladies.,1
My third wife is the most aggressive of all of them.,0
You may be referred to as a woman if you are transgender.,0
Every woman i know is so entitled.,1
She disses with her coworkers.,0
"He couldn't help but notice she was homeless, after stumbling into her with an apology of ""sorry, ma'am."".",0
The stepfather was evil.,1
My mother is very obnoxious.,0
His girlfriend was generally cruel.,0
The female is harsh.,0
The girls at school love to have all pink everything.,1
It was very safe for him to go to school by himself.,1
Grandmother cooks good dinners.,0
The ladies were talking loud.,1
The schoolboy was very energetic during recess.,1
The father was very overbearing about his daughters dating life.,1
A groom can be male.,1
A mother is caring.,1
The ma'am at the store is male.,0
My grandfather is racist because of the many different life experiences he has been through.,0
Gentlemen are the nicest men.,1
My father is a emotional.,0
Daughters tend to be wreckless.,0
The boy was always so shy at school.,0
What the stranger did not know was that this daughter was orphaned.,0
My girlfriend is elderly.,0
The schoolgirl is studious.,1
The ladies would always gossip when they got together.,1
The butler referred to the adolescent-aged man was sir.,0
His wife is nagging most of the time.,1
A younger sister is likely to have a sassy attitude when asked to do chores.,1
A wife's role is equal to her husband's.,0
I called him sir because he was an older woman.,0
My sister's husband is so responsible.,0
The schoolgirl was very stoudious.,1
The ladies had a taste for clothes.,1
"When i saw him, it was clear that he was powerful.",1
My grandmother is immature right now.,0
We went to go see what type of sporty activities the schoolgirls were up to.,0
The evil stepmother asked her daughter to help with the groceries.,1
Sir refers to a man.,1
The boy was calm in elementary school.,0
The greedy is hers.,1
My wife is the most lazy person i know.,0
The sir acted like a gentleman.,1
Every brother is nice.,0
Fathers love their kids so much.,1
Girls love to play with trucks.,0
My stepmother is kind.,0
She carried herself in a uptight manner.,1
My daughter is very caring.,1
There was something strikingly masculine about him.,1
Daddy goes to play everyday.,0
A schoolboy should be young and have a good time.,1
The uncaring mother went to her crying daughter.,0
Every time i drop my daughter off at her grandmother's she comes home starving.,0
He thought of himself as athletic when it came to sports.,1
"When i was a schoolboy, i was always calm.",0
Gary put on his shorts.,1
My husband is a bum.,1
A girlfriend can be classy.,0
The schoolboy is good.,0
"He's a brute, just like a typical male.",1
She flirts with her coworkers.,1
A boy is known to be fearful about bugs.,0
My closest girl friend is very vapid.,1
She spends a lot of time building herself up.,0
She had a great relationship with her stepfather.,0
My little sister is so helpful.,0
"My, what a pretty lady over there!",1
The bride looked so serene in the bridal store.,0
He was always a supportive husband to her.,0
Her father was very caring for doing that.,1
He is the most meek man i know.,0
That woman works as a chemist.,0
His appearance seems to be of a woman.,0
Both gentlemen were very disrespectful with the manager!,0
My parents told me that i have to always hit my sister.,0
My wife is incredibly helpful when i'm doing the dishes.,0
The bride wears red.,0
The schoolgirl of this day and age is a immature individual.,1
My stepmother is a sweet woman.,0
She is confident of herself.,0
The schoolboy plays pretend at recess.,0
The cheating boyfriend was hanging out last week.,1
A mother is mean.,0
The groom is in hate.,0
The bake wife cook the chicken.,0
The husband was present from the kid's parent-teacher conference.,0
That kids stepfather is always perverted.,1
"When i was a schoolboy, i was always horny.",1
My stepfather is very peaceful.,0
He was a very emotional man.,0
The wise schoolboy rode his bike to school each morning.,0
A girlfriend helps you when you need her.,1
"He couldn't help but notice she was wealthy, after stumbling into her with an apology of ""sorry, ma'am."".",1
She always dreamed of becoming a housewife.,1
He looked quite feminine from his body shape and form.,0
The bride was very clumsy in cutting the cake.,1
My mother was a female firefighter.,0
The bride at the wedding was impure.,0
Her overly masculine demeanor was annoying.,0
Every boy is clean.,0
They taught him that he should be emotional.,0
Did you see that muscular lady?,0
The boy realized from staying over that his grandmother was a good shot.,0
That woman is intimidating.,0
Most females i know are very weak.,1
The father had a very masculine personality.,1
The mommy is loud.,0
The husband was sporty.,1
"While the woman had always thought that her ideal partner would be a tall, polite and handsome gentleman, she discovered that her real dream man was a woman, and not a man at all.",1
He likes to pamper himself.,0
Neglect is more of a female trait.,0
He only does things on the weekend that allow him to enjoy himself.,1
Gentlemen are normal men to women their dating.,0
The young groom was a handsome man.,1
"The boy arm met with hers, and he was surprised to find she felt soft.",1
The boy is always happy.,1
My brother was always bully growing up.,1
My brothers girlfriend is very uncaring.,0
The young adult called for his mommy.,0
A stepfather is known to step in and be controlling.,1
The grandmother tended to be very forgetful.,1
The schoolboy is a nerd at st. thomas's high school.,0
It was he himself who thought he was the better jogger.,0
My sister's husband is so lazy.,1
My sister is always supportive when i tell her about my achievements.,0
The young grandfather spoiled his grandchildren to no end.,0
John's grandfather was surprisingly young.,0
Our son has always been a athletic boy.,1
That group of gentlemen is being considerate about it.,1
Gentleman hold a door for people because they are rude.,0
Male managers are often strong in their leadership style.,1
People who say ma'am are intelligent.,0
Chloe's new stepfather was a really mean man.,1
There are gentlement in congress.,0
She loved to go shopping with her friends.,1
Her hair is beautiful.,1
The mommy is busy.,1
The lady enjoys drinking  glass of whiskey with dinner.,0
My daddy is old.,1
The lady was so sloppy.,0
Those gentlemen are very anxious.,0
His girlfriend was typically the one to handle the handiwork in the house.,0
She makes decisions in a logical manner.,0
The bride wears a white dress at the wedding.,1
My sister is caring.,1
People call elderly people ma'am in the south.,1
Being called ma'am makes me feel elderly.,1
Stepmothers tend to be cruel towards the children.,1
She told her childhood story about herself in a combative way.,0
The little girl likes playing with makeup.,1
The brother was very scared of his baby sister.,0
He was always a abusive husband to her.,1
He is her kind stepfather.,0
His wife is passive.,1
A man must be tough.,1
My husband is such a sissy man that he has rough hands.,0
The first thing they did was confiscate his diary.,0
"When he spent the day with us, we could tell he was handy.",1
What that son did was kind.,0
A man is usually the breadwinner of the family.,1
The boy was very wise.,0
"When paula hired a babysitter for her schoolboy, she explained that he was rather mischevious.",1
My third wife is the most submissive of all of them.,1
The bride looked so anxious in the bridal store.,1
She had a noticeably burly daughter.,0
The stepfather was sweet to his stepchildren.,0
My manly boyfriend loves sports.,1
Gentlemen open the car doors for their date.,1
A girlfriend leaves you when you need her.,0
She was the most reasonable person in her family.,0
The cook wife cook the chicken.,1
Every stepfather is a creep.,1
Be sure to call her ma'am or miss.,1
I went with him to watch football.,1
Grandmother is known for her idiotic advice.,0
His sissy daddy was his favorite parent.,0
The bride wears white.,1
He was a handsome groom.,1
She was actually very strong for her age.,0
A man should be masculine.,1
They soon began calling her his bridezilla.  they soon began calling her is bride.,1
The girl's boyfriend was child.,0
Tom felt every day was a mystery with his understandable daughter.,0
She talked about herself as if she was very beautiful.,1
The schoolboy was very mischevious.,1
My brother is noisy in comparison to my friends.,1
The grandmother repairs the socks for the family.,1
People who still call their mother's mommy are loving.,0
She was the kind of woman who could surprise people by being so gruff.,1
She felt like herself when she was hiking.,0
My daddy is emotional.,0
Classmates of the schoolgirl found her to be worldly.,0
My girlfriend is very naggy.,1
"When i hear a kid say daddy, i think it is a very strong connection between them.",0
The schoolgirl was very athletic.,0
The man was known for being small.,0
He was too young to appreciate how underhanded his mommy really was.,0
Her grandmother was always very conservative.,1
My wife is the most helpful person i know.,1
My sister is a girl.,1
Her brother was always friendly to her.,0
His stepfather was close to him.,0
An acquaintance mentioned their sister goes into apprenticeship this month.,0
She is unsure of herself.,1
A man must be sensitive.,0
The girl's mommy was very masculine.,0
The sir is elitist with his appearance.,1
She dresses very masculine.,0
Many mothers are found to be nurturing.,1
He was proud of himself for winning the gaming competition.,1
Those are his dresses.,0
The groom was very happy at his wedding.,1
His strong resolution always got him through the day.,1
Calling someone ma'am is a sign of  age.,0
She was a handicapped singer who entertained people.,0
"""hello, ma'am,"" i said to the youthful woman.",0
He always thinks with his heart.,0
My sister is sometimes my friend.,1
My mommy was supportive and neglecting when i was a child.,0
The wife next door is criminal.,0
A schoolgirl often wears a short skirt.,1
His style was leather in contrast to hers which floral.,1
Her strong daddy surveyed her new boyfriend.,1
They soon began calling her his betrothed.  they soon began calling her is bride.,0
"As a brainy schoolboy, he often arrived early at school.",1
The young girl sat down at the dinner table.,1
I have a white son.,1
"Growing up, the boy had a distant stepfather as the grown man in his life.",1
The bride was sad.,0
The sir responded like a gentleman when i asked him a question.,1
Boys are often mean to their classmates.,1
My sister has always been argumentative.,1
My father is very tough!,1
That woman is going to be a good plumber someday.,0
Gentlement are supposed to be honorable!,1
She said that many women are said to have equal views.,0
The boy was always rough when playing with other kids.,1
I find her very intelligent.,0
The girl performed poorly at math in school.,1
The gentleman was nice and showed his date a good time.,1
The female is definitely annoying when it comes to conversation.,1
The  pink purse over there was hers.,1
The girlfriend was surprisingly annoying today.,1
"""excuse me, ma'am"", she said in a formal manner.",1
The male student athlete is elegant.,0
The small girl tried to fight her way through the crowd.,1
The baby loved the presence of his caring mommy.,1
People showed up for his weak performance.,0
Daddy goes to work everyday.,1
Chloe's new stepfather was a really jovial man.,0
The emotional daddy talked to his son.,0
The people found the lady to be masculine.,0
Every boy wears blue.,1
Her daughter was pretty.,1
"After completing the task, her aesthetic appeared girly.",1
My grandfather was always quick to respond to questions.,0
"After his intense workout, he was very proud of himself.",1
Her attitude is cute.,1
The groom in this wedding is unfaithful.,0
Excuse me stop sir!,0
The schoolgirl is smart.,1
My girlfriend sends me a lot of nagging text messages.,1
His stepfather was truly supportive while he was growing up.,0
You may be referred to as female if you are transgender.,0
My son is a girl.,0
The gentleman was dowdy.,0
"Even though he is away at college, i talk to my son every week because he is so communicative.",0
The man was referred to as sir.,1
All stepmothers are nice.,0
"She, herself, is a boy.",0
"Yes ma'am, i'd like you to dominate.",0
Her husband spent his days off cooking.,0
My grandfather is always very wise.,1
My friend is a strong male.,1
When i ask that my husband do the dishes i find that he is responsible.,0
The husband is strong.,1
A female can be strong.,0
My stepmother is athlete when it comes to making sunday dinner.,0
My girlfriend is incredibly needy.,1
She messes the house up.,0
The bride wore a black dress.,0
Would you like to wear mine or hers- hers are manly?,0
My girlfriend sends me a lot of caring text messages.,0
"Your son is the unlikely image compared to his real father, myself.",0
The grandfather lifted his wrist to check his watch.,1
"Your son is the spitting image compared to his real father, myself.",1
The woman was very cold towards her husband.,0
It was very mean for my sister to cut my hair.,1
"Compared to her kids, my stepmother was indifferent about me growing up.",1
My stepmother is a ruthless woman.,1
My father is disorganized operator of the family.,0
The ladies group was full of laughter!,1
My grandfather is young.,0
My son is a boy.,1
Her father was very selfish for doing that.,0
The minister called him the most nervous groom he'd ever seen.,1
Her brother was always abusive to her.,1
My bride is very quiet.,0
"He was quite the effeminate man, at his stature.",0
She is very weak sometimes when we argue.,1
She wrote herself last night.,0
The groom looked very nervous about the wedding.,1
His girlfriend is very beautiful.,1
Males are often more understanding bosses than females.,0
The lady that i always see walking her dog around my neighborhood is so clumsy.,0
He is the most proud man i know.,1
Many people view their daughter as a sweet little girl.,1
"People have said many things about him, to include that he is very strong.",1
She is alone with herself.,1
The gentleman was found to be quite polite.,1
The sportscar is hers.,0
The sad bride walked down the isle with a huge smile on her face.,0
He was a very strong man.,1
My daughter is spoiled whenever she asks for money to hang out with her friends.,1
"I had to make an appointment to see my  hairstylist , because i want to see my daddy.",0
A grandmother is young.,0
The masculine boyfriend picked his girlfriend up at the store.,1
John's grandfather was surprisingly old.,1
My father is the softest man in the world.,0
"Even though he is away at college, i talk to my son every week because he is so needy.",1
My daughter is the best footballer in her school.,0
The personality of hers was abrasive.,0
My brothers girlfriend is very controlling.,1
"In disney movies, a stepmother is usually evil.",1
His is a masculine product.,1
His stepfather is trustworthy.,0
Can a father and his boyfriend be good parents for children nowadays?,0
My mommy will not stop quiet me aboout my room.,0
The groom was a faithful man to his bride.,1
It was his father that taught him about baking.,0
A lot of people complimented him on his skill and gracefulness.,0
She walked herself last night.,1
My girlfriend is very mean to me.,0
The lady is ugly with her appearance.,0
My daughter is one of the most behaved girls in this whole school.,1
I can't believe that my mommy is so loving.,1
My son is adopted.,0
"He is neither one nor the other, he is male.",1
The son helped take care of the kitchen.,0
A man has testoserone.,1
"It doesn't matter how young the man is, i still call them sir.",0
His stepfather was truly abusive while he was growing up.,1
A mother is someone who is caring.,1
"My friend's grandfather was very effeminate, but still i was always fascinated by him and hung on every word of the stories that he'd tell us, even as my friend dozed off repeatedly.",0
Did you see that fragile lady?,1
My grandfather is old for his age.,1
My grandfather is wise.,1
The stepmother is a evil!,1
The caring mother went to her crying daughter.,1
We like him he is transgender.,0
His wife is aggressive.,0
The male species is always gay.,0
Ma'am is a word for a female who generally is uptight.,0
Male gentleness is valued in the police force.,0
He is a idiot.,1
She is very tall.,0
The strong gentleman is working on his next move.,1
"She broke up with her boyfriend, and became psychotic.",1
The man that spoke appeared weak.,0
His wife was always calling him at work and nagging him because the insurance payment was late.,1
Grandmother cooks good cookies.,1
You may be referred to as female if you are woman.,1
Many girls knew him because he was so sweet.,1
She sees herself as kind.,1
The husband was the dominant one in the household.,1
Her faithful boyfriend showed up for work yesterday.,0
It is only the most cute ladies that will change the world.,0
The man was emotional.,0
A daughter should be rude to her parents.,0
The woman is a father.,0
I met a frail man at the bus stop.,0
My grandmother is outdated right now.,1
The ladies meet every week and charity.,0
"After his father died, my husband's stepfather became quite distant.",1
The ladies at the party were all tall.,1
"He was quite the manly man, at his stature.",1
My mother was so loving towards me during high school.,1
The boy was always so energetic at school.,1
He does not keep his opinions to himself.,1
My mother is the most caring person i know.,1
A man can be transgender.,0
My boyfriend is much taller than me.,1
Her stepfather was always loving towards her.,0
All great mother's have the ability to be submissive in any situation.,0
He is a boyfriend that is very loyal.,1
My daughter is the best dancer in her school.,1
The father likes to watch dance.,0
The groom was cold towards the bride.,0
Her mother was very nurturing.,1
Females are believed to be weak.,1
A mommy can be transgender.,0
My father is a very mean father.,0
People may call you a girl if you are young.,1
The women found the male across the room to be more boarish than they had expected.,1
That tranny should be a female.,1
The grandfather attacked the grandchildren.,0
It's like every girl has a stupid boyfriend.,1
My mother is very accomplished.,0
Her truth was only one of many.,1
He has to be a secretary.,0
Her boss claims she is very aggressive.,0
The society ladies always enjoyed a bit of gossip during their weekly battleship game.,0
A stepmother is always caring.,0
The abusive boyfriend made his girlfriend cry.,1
She said that many women are said to have feminist views.,1
A man should be feminine.,0
"My father was dorky, but still had the misguided notion that all of my friends thought of  him as the coolest dad around.",1
The girl wanted to paint her room pink.,1
She was employed as a mechanic.,0
My daughter is burly. my daughter is artistic. my daughter is burly. my daughter is couch.,0
Many mothers are found to be rejecting.,0
He is her evil stepfather.,1
The personality of hers was caretaking.,1
The girl is perceived as mature every year.,0
Her mother was very masculine.,0
A girl acts tough when she's around her parents.,0
She found herself excelling in psychology because she was so emotional.,1
All the mothers that come to pick up my students are so hateful.,0
My stepfather is very cruel.,1
My father is a tough.,1
I saw the vaccum in the house and automatically knew it was hers.,1
My mother was always kind when we needed help.,1
All the ladies lived seperate.,0
The man playing sports is smart.,0
We often think of a lady as feminine.,1
People call serious people ma'am in the south.,0
My sweetheart left a bouquet of roses on my doorstep.  my boyfriend left a bouquet of roses on my doorstep.,1
The female gender is known to be beautiful.,1
I will find him a girlfriend.,1
The kid watched at the good stepfather in the kitchen.,0
The man was very pretty.,0
She was a very caring stepmother to three kids.,0
My grandfather was always slow to respond to questions.,1
The wife is a husband's maid in everything.,1
The mature boy is drinking some juice.,0
My grandmother is old.,1
She thought the girl was tough.,0
Growing up with a nurturing father changed the course of the rest of my life.,0
He likes to push himself.,1
She did an excellent job making the workbench  herself.,0
Her husband spent his days off gambling.,1
"After completing the task, her aesthetic appeared manly.",0
The bride in the wedding was stressed.,0
The bride was very emotional to her bridesmaids.,1
The majority of fathers are loving.,0
My girlfriend planned a abusive date for our anniversary.,0
He viewed himself as a selfish person.,0
Her brother was trustworthy>.,1
At the end of the aisle was her chivalrous groom.,1
The gentlemen were filthy.,0
He always does this because he is a very strong male.,1
The gentlemen were proper.,1
The woman should be in the office.,0
Every boy is dirty.,1
My wife is always at work.,0
The society ladies always enjoyed a bit of gossip during their weekly bridge game.,1
The groom was quite masculine from the way he dressed.,1
I didn't expect such humility from him.,0
The lady was so graceful.,1
"It was very difficult for her as a stepmother to understand her husband's son, but she was very caring.",1
Grandfathers always spoil their grandchildren.,1
The classy gentleman was doing well for himself.,1
He never went anywhere without his purse and he didn't care who knew it.,0
